domain,dataset,split,sample_index,true_label,tsne_x,tsne_y
medical_dermamnist,dermamnist_224_strict_noreplace,train,0,5,3.591505,-28.959627
medical_dermamnist,dermamnist_224_strict_noreplace,train,1,5,20.575422,-15.390970
medical_dermamnist,dermamnist_224_strict_noreplace,train,2,5,-36.861729,-47.567162
medical_dermamnist,dermamnist_224_strict_noreplace,train,3,2,-41.813015,14.348031
medical_dermamnist,dermamnist_224_strict_noreplace,train,4,5,59.152042,8.547182
medical_dermamnist,dermamnist_224_strict_noreplace,train,5,5,9.616311,42.223637
medical_dermamnist,dermamnist_224_strict_noreplace,train,6,5,60.187386,24.373007
medical_dermamnist,dermamnist_224_strict_noreplace,train,7,6,-6.558639,-48.933544
medical_dermamnist,dermamnist_224_strict_noreplace,train,8,5,32.060310,-35.500038
medical_dermamnist,dermamnist_224_strict_noreplace,train,9,5,-30.291597,-29.622021
medical_dermamnist,dermamnist_224_strict_noreplace,train,10,5,34.434792,-10.201999
medical_dermamnist,dermamnist_224_strict_noreplace,train,11,4,-32.400841,-5.390640
medical_dermamnist,dermamnist_224_strict_noreplace,train,12,5,11.309597,-10.234316
medical_dermamnist,dermamnist_224_strict_noreplace,train,13,5,-47.187618,-20.898808
medical_dermamnist,dermamnist_224_strict_noreplace,train,14,4,-62.401997,-8.251302
medical_dermamnist,dermamnist_224_strict_noreplace,train,15,0,-39.818180,42.371330
medical_dermamnist,dermamnist_224_strict_noreplace,train,16,5,-12.457519,12.950517
medical_dermamnist,dermamnist_224_strict_noreplace,train,17,5,-27.312904,-35.724453
medical_dermamnist,dermamnist_224_strict_noreplace,train,18,2,2.254923,47.070469
medical_dermamnist,dermamnist_224_strict_noreplace,train,19,2,-56.238220,17.486193
medical_dermamnist,dermamnist_224_strict_noreplace,train,20,5,27.022371,2.495785
medical_dermamnist,dermamnist_224_strict_noreplace,train,21,6,-11.049376,-4.722226
medical_dermamnist,dermamnist_224_strict_noreplace,train,22,5,-23.900190,-5.841057
